Computer ID,Kernel Version,Custom field,Date/Time,Drive #,Vendor,Drive Model,Drive Serial,Drive Size,Action Result,Action Duration,User name,Action,Number of wipes,Drive Errors,Dirty Sectors,Motherboard Vendor,Motherboard Product,CPU 1,CPU 2,CPU 3,CPU 4,RAM,NIC 1,NIC 2,NIC 3,NIC 4,Optical Drive 1,Optical Drive 2,Optical Drive 3,Optical Drive 4,Hard Drive 1,Hard Drive 2,Hard Drive 3,Hard Drive 4,Hard Drive 5,Hard Drive 6,Hard Drive 7,Hard Drive 8,Hard Drive 9,Hard Drive 10,Hard Drive 11,Hard Drive 12,Hard Drive 13,Hard Drive 14,Hard Drive 15,Hard Drive 16,Video Card 1,Video Card 2,Multimedia Card 1,USB1 Ports,USB2 Ports,Motherboard Test,Processor Test,Memory Test,Display Test,Keyboard Test,Computer Vendor,Computer Model,Computer Serial,HPA Detected,HPA Removed,DCO Detected,DCO Removed,Secure Erase Passes,Secure Erase Enhanced Passes,user1,user1-name,user2,user2-name,user3,user3-name,user4,user4-name,user5-values,user5-name,user6,user6-name,user7,user7-name,user8,user8-name,user9,user9-name,user10,user10-name,Action Start Time,Action End Time,USB3 Ports,Wipe Pattern,SSD whitelist support level,Software Used,UUID,Job UUID,Pre-wipe test result,Pre-wipe test duration(seconds),Pre-wipe test sectors read,Sanitize Crypto Erase Passes,Sanitize Block Erase Passes,Sanitize Overwrite Passes,Sectors Overwritten,Sectors Not Overwritten,Sectors Verified,DCO-Locked,NIST Method Type,AMAX Detected,AMAX Removed,OPAL Crypto Erase Passes
MXL4030RGQ,4.14.65-gentoo,,24-01-2020 10:05,1,Seagate,ST500DM002-1BD142,S2APKLQ2,500107.86 MB,Success,05:18:51,ITAMG,Overwrite,3,0,0,Hewlett-Packard,18E7,"Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz, Speed: 3400 MHz, Cores: 4, L1 Cache: 256 kB, L2 Cache: 1024 kB",,,,"4096 MB, Memory banks: 1, DDR3 DIMM","Vendor: Intel Corporation, Product: Ethernet Connection I217-LM, MAC Address: 2c:44:fd:39:21:0c","Vendor: Unavailable, Product: Unavailable, MAC Address: 00:e0:4c:68:89:94",,,DVDRAM GTA0N,,,,"sdc, Product: ST500DM002-1BD142, Serial: S2APKLQ2, Size: 500.11 GB",,,,,,,,,,,,,,,,"Vendor: Intel Corporation, Product: Xeon E3-1200 v3/4th Gen Core Processor Integrated Graphics Controller",,"Vendor: Intel Corporation, Product: Xeon E3-1200 v3/4th Gen Core Processor HD Audio Controller",7,2,Pass,Pass,Pass,Pass,Pass,Hewlett-Packard,HP ProDesk 600 G1 SFF,MXL4030RGQ,0,0,0,0,0,0,Randy Prashad,Username,507260,Asset Number,World Wrestling Entertainment,Lot Name,18695,Lot Number,Computer,\"Product\",,,,,,,,,,,"Thursday, 23 Jan 2020 at 17:25:24","Thursday, 23 Jan 2020 at 22:44:15",1,Department of Defense 5220.22-M - 3 Pass,,WipeDrive Enterprise 9.1.3 64-bit,63D3E819-6716-4A8A-A53B-16524EF37A0D,9FCA71AA-5FC9-4043-8713-D8E0361B3E5C,Undefined,0,0,0,0,0,976773168,0,976773168,1,Unknown,0,0,0
